time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1969-10-01T20:33:38.070Z,39.336,40.626,15,5.16,mw,,,,,iscgem,iscgem802984,2022-04-26T21:54:06.269Z,"13 km SE of Yedisu, Turkey",earthquake,,3.9,0.2,,reviewed,iscgem,iscgem
1969-09-10T12:13:58.200Z,39.217,41.465,15,5.46,mw,,,,,iscgem,iscgem804322,2022-04-26T21:56:09.398Z,"4 km N of Varto, Turkey",earthquake,,3.7,0.44,,reviewed,iscgem,iscgem
1969-04-30T20:20:34.370Z,39.116,28.629,15,5.3,mw,,,,,iscgem,iscgem810300,2022-04-26T22:10:09.010Z,"8 km NNW of Demirci, Turkey",earthquake,,6.2,0.2,,reviewed,iscgem,iscgem
1969-04-06T03:49:35.240Z,38.433,26.631,15,5.83,mw,,,,,iscgem,iscgem809602,2022-04-26T22:07:44.872Z,"16 km NW of Urla, Turkey",earthquake,,3.9,0.42,,reviewed,iscgem,iscgem
1969-03-28T10:02:15.680Z,39.081,28.537,10,5.18,mw,,,,,iscgem,iscgem811630,2022-04-26T22:11:08.834Z,"11 km WNW of Demirci, Turkey",earthquake,,6.2,0.22,,reviewed,iscgem,iscgem
1969-03-28T01:48:32.740Z,38.515,28.546,10,6.8,mw,,,,,iscgem,iscgem811616,2022-04-26T22:11:07.525Z,"9 km WSW of Kula, Turkey",earthquake,,3.4,0.3,,reviewed,iscgem,iscgem
1969-03-25T16:13:27.790Z,39.026,28.42,10,5.11,mw,,,,,iscgem,iscgem811522,2022-04-26T22:11:00.774Z,"15 km NE of Gördes, Turkey",earthquake,,6.2,0.22,,reviewed,iscgem,iscgem
1969-03-25T14:18:50.070Z,39.099,28.447,10,5.21,mw,,,,,iscgem,iscgem811519,2022-04-26T22:10:59.440Z,"19 km WNW of Demirci, Turkey",earthquake,,6.2,0.2,,reviewed,iscgem,iscgem
1969-03-25T13:21:32.990Z,39.237,28.714,15,6.09,mw,,,,,iscgem,iscgem811514,2022-04-26T22:10:58.145Z,"21 km NNE of Demirci, Turkey",earthquake,,6.2,0.3,,reviewed,iscgem,iscgem
1969-03-25T13:21:10.910Z,39.037,28.388,10,5.16,mw,,,,,iscgem,iscgem811513,2022-04-26T22:10:56.844Z,"14 km NE of Gördes, Turkey",earthquake,,3.8,0.2,,reviewed,iscgem,iscgem
1969-03-24T01:59:33.660Z,39.126,28.546,15,5.24,mw,,,,,iscgem,iscgem811451,2022-04-26T22:10:54.159Z,"13 km NW of Demirci, Turkey",earthquake,,6.2,0.2,,reviewed,iscgem,iscgem
1969-03-23T21:08:44.860Z,39.083,28.493,15,5.93,mw,,,,,iscgem,iscgem811440,2022-04-26T22:10:52.722Z,"14 km WNW of Demirci, Turkey",earthquake,,3.6,0.3,,reviewed,iscgem,iscgem
1969-03-03T00:59:13.760Z,40.028,27.572,15,5.73,mw,,,,,iscgem,iscgem810456,2022-04-26T22:10:10.367Z,"11 km SW of Gönen, Turkey",earthquake,,3.9,0.3,,reviewed,iscgem,iscgem
1969-01-14T23:12:08.270Z,36.043,29.221,25,6.4,mw,,,,,iscgem,iscgem813187,2022-04-26T22:13:38.865Z,"30 km SW of Kalkan, Turkey",earthquake,,4.5,0.3,,reviewed,iscgem,iscgem
1968-12-05T07:52:11.580Z,36.482,26.989,20,6.1,mw,,,,,iscgem,iscgem813880,2022-04-26T22:14:59.614Z,"19 km SW of Mandráki, Greece",earthquake,,25,0.3,,reviewed,iscgem,iscgem
1968-11-03T18:40:02.190Z,38.78,29.114,15,5.18,mw,,,,,iscgem,iscgem814760,2022-04-26T22:17:04.528Z,"20 km NNW of ?lyasl?, Turkey",earthquake,,4.5,0.2,,reviewed,iscgem,iscgem
1968-10-30T16:51:38.920Z,37.991,38.529,15,5.28,mw,,,,,iscgem,iscgem816458,2022-04-26T22:19:51.761Z,"8 km SW of Sincik, Turkey",earthquake,,4.9,0.24,,reviewed,iscgem,iscgem
1968-10-06T22:07:09.830Z,38.8,32.543,15,5.16,mw,,,,,iscgem,iscgem815678,2022-04-26T22:18:47.124Z,"16 km N of Kuyulusebil, Turkey",earthquake,,4.6,0.2,,reviewed,iscgem,iscgem
1968-09-26T06:42:01.520Z,38.877,32.557,10,5.17,mw,,,,,iscgem,iscgem817377,2022-04-26T22:22:30.620Z,"24 km N of Kuyulusebil, Turkey",earthquake,,4.6,0.2,,reviewed,iscgem,iscgem
1968-09-25T20:52:13.370Z,39.231,40.406,10,5.35,mw,,,,,iscgem,iscgem817361,2022-04-26T22:22:28.101Z,"24 km SSW of Yedisu, Turkey",earthquake,,6.1,0.47,,reviewed,iscgem,iscgem
1968-09-24T04:19:55.130Z,39.142,40.361,10,5.25,mw,,,,,iscgem,iscgem817327,2022-04-26T22:22:23.486Z,"26 km ESE of Yayladere, Turkey",earthquake,,3.9,0.29,,reviewed,iscgem,iscgem
1968-09-03T08:19:56.830Z,41.86,32.463,20,6.33,mw,,,,,iscgem,iscgem816634,2022-04-26T22:20:13.552Z,"14 km NNE of Amasra, Turkey",earthquake,,3,0.3,,reviewed,iscgem,iscgem
1968-08-10T04:28:00.030Z,36.999,43.231,15,5.32,mw,,,,,iscgem,iscgem817851,2022-04-26T22:23:43.914Z,"26 km NE of Dihok, Iraq",earthquake,,5.9,0.22,,reviewed,iscgem,iscgem
1968-04-29T17:01:57.160Z,39.253,44.203,15,5.55,mw,,,,,iscgem,iscgem824456,2022-04-26T22:35:37.843Z,"34 km SSE of Do?ubayaz?t, Turkey",earthquake,,3.6,0.43,,reviewed,iscgem,iscgem
1967-10-26T04:55:37.120Z,37.197,29.161,15,5.28,mw,,,,,iscgem,iscgem830649,2022-04-26T22:46:56.393Z,"23 km S of Nikfer, Turkey",earthquake,,3.9,0.2,,reviewed,iscgem,iscgem
1967-10-20T06:47:34.110Z,38.022,38.714,15,5.12,mw,,,,,iscgem,iscgem830477,2022-04-26T22:46:40.611Z,"9 km E of Sincik, Turkey",earthquake,,4.9,0.26,,reviewed,iscgem,iscgem
1967-07-30T01:31:03.010Z,40.764,30.609,15,5.65,mw,,,,,iscgem,iscgem833888,2022-04-26T22:51:18.775Z,"8 km N of Akyaz?, Turkey",earthquake,,3.5,0.2,,reviewed,iscgem,iscgem
1967-07-26T18:53:02.610Z,39.568,40.445,20,6.2,mw,,,,,iscgem,iscgem833748,2022-04-26T22:51:03.817Z,"16 km NNW of Yedisu, Turkey",earthquake,,3.9,0.3,,reviewed,iscgem,iscgem
1967-07-22T23:41:59.210Z,40.594,30.535,15,5.11,mw,,,,,iscgem,iscgem833598,2022-04-26T22:50:51.687Z,"5 km S of Karapürçek, Turkey",earthquake,,6,0.2,,reviewed,iscgem,iscgem
1967-07-22T18:09:54.380Z,40.796,30.548,15,5.31,mw,,,,,iscgem,iscgem833584,2022-04-26T22:50:50.206Z,"12 km E of Adapazar?, Turkey",earthquake,,6.4,0.27,,reviewed,iscgem,iscgem
1967-07-22T17:48:06.370Z,40.67,30.625,15,5.22,mw,,,,,iscgem,iscgem833578,2022-04-26T22:50:44.306Z,"Western Turkey",earthquake,,6,0.27,,reviewed,iscgem,iscgem
1967-07-22T16:57:00.700Z,40.751,30.8,30,7.29,mw,,,,,iscgem,iscgem833573,2022-04-26T22:50:38.364Z,"6 km SE of Hendek, Turkey",earthquake,,4,0.3,,reviewed,iscgem,iscgem
1967-06-29T08:22:47.770Z,41.549,43.949,15,5.16,mw,,,,,iscgem,iscgem835030,2022-04-26T22:53:26.727Z,"12 km WSW of Ts’alk’a, Georgia",earthquake,,5,0.26,,reviewed,iscgem,iscgem
1967-06-23T10:06:55.800Z,40.85,33.665,15,5.18,mw,,,,,iscgem,iscgem834816,2022-04-26T22:53:15.634Z,"8 km SSE of Ilgaz, Turkey",earthquake,,5.6,0.36,,reviewed,iscgem,iscgem
1967-06-18T05:28:51.970Z,36.737,29.369,10,5.17,mw,,,,,iscgem,iscgem834608,2022-04-26T22:52:23.491Z,"24 km ENE of Fethiye, Turkey",earthquake,,15,0.2,,reviewed,iscgem,iscgem
1967-06-01T10:39:21.360Z,36.799,29.409,15,5.25,mw,,,,,iscgem,iscgem833982,2022-04-26T22:51:27.690Z,"25 km SSW of Alt?nyayla, Turkey",earthquake,,8.4,0.25,,reviewed,iscgem,iscgem
1967-04-07T18:33:30.660Z,37.313,36.243,15,5.25,mw,,,,,iscgem,iscgem836437,2022-04-26T22:55:42.280Z,"14 km ESE of Kadirli, Turkey",earthquake,,9.1,0.21,,reviewed,iscgem,iscgem
1967-04-07T17:07:13.600Z,37.374,36.158,15,5.19,mw,,,,,iscgem,iscgem836433,2022-04-26T22:55:41.059Z,"5 km E of Kadirli, Turkey",earthquake,,9.1,0.32,,reviewed,iscgem,iscgem
1967-01-30T12:24:58.360Z,39.28,41.324,10,5.12,mw,,,,,iscgem,iscgem840283,2022-04-26T23:04:01.736Z,"16 km NW of Varto, Turkey",earthquake,,9.2,0.2,,reviewed,iscgem,iscgem
1967-01-30T01:20:30.040Z,41.02,44.318,10,5.28,mw,,,,,iscgem,iscgem840268,2022-04-26T23:04:00.113Z,"5 km W of Stepanavan, Armenia",earthquake,,3.6,0.2,,reviewed,iscgem,iscgem
1966-12-10T17:08:34.460Z,41.084,33.573,15,5.14,mw,,,,,iscgem,iscgem840571,2022-04-26T23:04:29.318Z,"13 km S of ?hsangazi, Turkey",earthquake,,3.7,0.2,,reviewed,iscgem,iscgem
1966-08-20T12:01:41.610Z,39.14,40.868,10,5.57,mw,,,,,iscgem,iscgem844741,2022-04-26T23:13:05.896Z,"20 km SW of Karl?ova, Turkey",earthquake,,4.1,0.2,,reviewed,iscgem,iscgem
1966-08-20T11:59:13.970Z,39.438,41.094,25,6.23,mw,,,,,iscgem,iscgem844740,2022-04-26T23:12:59.479Z,"18 km NNE of Karl?ova, Turkey",earthquake,,3.8,0.36,,reviewed,iscgem,iscgem
1966-08-19T18:41:14.460Z,39.127,41.493,10,5.14,mw,,,,,iscgem,iscgem844717,2022-04-26T23:12:46.913Z,"6 km SSE of Varto, Turkey",earthquake,,6.7,0.2,,reviewed,iscgem,iscgem
1966-08-19T14:17:54.620Z,39.309,41.302,10,5.25,mw,,,,,iscgem,iscgem844705,2022-04-26T23:12:40.464Z,"",earthquake,,3.5,0.2,,reviewed,iscgem,iscgem
1966-08-19T13:54:23.420Z,39.024,41.813,10,5.42,mw,,,,,iscgem,iscgem844699,2022-04-26T23:12:34.136Z,"eastern Turkey",earthquake,,3.9,0.21,,reviewed,iscgem,iscgem
1966-08-19T12:22:12.720Z,39.235,41.572,24.7,6.8,mw,,,,,iscgem,iscgem844692,2022-04-26T23:12:32.858Z,"12 km ENE of Varto, Turkey",earthquake,,3.9,0.3,,reviewed,iscgem,iscgem
1966-05-07T13:08:19.020Z,37.765,27.89,15,5.31,mw,,,,,iscgem,iscgem847268,2022-04-26T23:17:36.902Z,"6 km SSE of Tepecik, Turkey",earthquake,,5.7,0.39,,reviewed,iscgem,iscgem
1966-05-04T21:49:01.040Z,37.775,27.743,15,5.11,mw,,,,,iscgem,iscgem847164,2022-04-26T23:17:23.138Z,"3 km ENE of Koçarl?, Turkey",earthquake,,5.7,0.29,,reviewed,iscgem,iscgem
1966-04-27T19:48:50.220Z,38.113,42.578,10,5.19,mw,,,,,iscgem,iscgem848756,2022-04-26T23:22:41.417Z,"16 km NNW of Be?endik, Turkey",earthquake,,3.9,0.2,,reviewed,iscgem,iscgem
1966-03-07T01:16:09.300Z,39.174,41.627,15,5.43,mw,,,,,iscgem,iscgem849001,2022-04-26T23:22:55.880Z,"14 km E of Varto, Turkey",earthquake,,6.7,0.33,,reviewed,iscgem,iscgem
1965-11-28T05:26:06.910Z,36.096,27.318,77.4,5.9,mw,,,,,iscgem,iscgem852740,2022-04-26T23:31:45.807Z,"50 km WSW of Émponas, Greece",earthquake,,6.3,0.3,,reviewed,iscgem,iscgem
1965-08-31T07:29:49.450Z,39.43,40.763,15,5.36,mw,,,,,iscgem,iscgem855055,2022-04-26T23:36:32.269Z,"19 km E of Yedisu, Turkey",earthquake,,6.7,0.46,,reviewed,iscgem,iscgem
1965-08-23T14:08:58.250Z,40.459,26.206,15,5.96,mw,,,,,iscgem,iscgem854868,2022-04-26T23:36:22.572Z,"31 km SSE of Enez, Turkey",earthquake,,5.2,0.35,,reviewed,iscgem,iscgem
1965-06-17T02:58:24.010Z,37.757,29.342,15,5.21,mw,,,,,iscgem,iscgem856192,2022-04-26T23:38:26.382Z,"6 km E of Honaz, Turkey",earthquake,,5.3,0.28,,reviewed,iscgem,iscgem
1965-06-13T20:01:51.730Z,37.718,29.378,25,5.89,mw,,,,,iscgem,iscgem856108,2022-04-26T23:38:12.205Z,"10 km ESE of Honaz, Turkey",earthquake,,6.7,0.3,,reviewed,iscgem,iscgem
1965-05-16T11:29:41.080Z,38.233,39.061,15,5.16,mw,,,,,iscgem,iscgem856900,2022-04-26T23:39:51.301Z,"8 km SSE of Do?anyol, Turkey",earthquake,,5.8,0.25,,reviewed,iscgem,iscgem
1965-03-02T22:00:05.160Z,38.399,28.226,10,5.81,mw,,,,,iscgem,iscgem858256,2022-04-26T23:42:17.604Z,"11 km SE of Salihli, Turkey",earthquake,,5.3,0.2,,reviewed,iscgem,iscgem
1964-11-16T05:27:28.980Z,39.454,40.489,15,5.18,mw,,,,,iscgem,iscgem862765,2022-04-26T23:53:32.560Z,"4 km WNW of Yedisu, Turkey",earthquake,,5,0.2,,reviewed,iscgem,iscgem
1964-10-06T14:31:25.380Z,40.203,28.206,27.4,6.8,mw,,,,,iscgem,iscgem863310,2022-04-26T23:55:12.130Z,"13 km W of Karacabey, Turkey",earthquake,,4.7,0.3,,reviewed,iscgem,iscgem
1964-10-06T14:29:58.200Z,40.178,28.192,15,5.49,mw,,,,,iscgem,iscgem863309,2022-04-26T23:55:10.294Z,"14 km WSW of Karacabey, Turkey",earthquake,,5.3,0.35,,reviewed,iscgem,iscgem
1964-09-04T03:39:35.270Z,39.662,40.364,15,5.15,mw,,,,,iscgem,iscgem864119,2022-04-26T23:57:32.863Z,"",earthquake,,5,0.2,,reviewed,iscgem,iscgem
1964-06-19T00:50:23.220Z,40.772,32.822,10,5.15,mw,,,,,iscgem,iscgem867026,2022-04-27T00:04:37.040Z,"7 km SW of Çerke?, Turkey",earthquake,,3,0.22,,reviewed,iscgem,iscgem
1964-06-14T12:38:02.530Z,38.006,38.58,15,5.16,mw,,,,,iscgem,iscgem866810,2022-04-27T00:04:03.250Z,"4 km SW of Sincik, Turkey",earthquake,,4.9,0.2,,reviewed,iscgem,iscgem
1964-06-14T12:15:34.770Z,38.205,38.622,10,5.8,mw,,,,,iscgem,iscgem866809,2022-04-27T00:04:00.710Z,"18 km N of Sincik, Turkey",earthquake,,4.9,0.2,,reviewed,iscgem,iscgem
1964-06-05T00:11:51.420Z,39.156,43.131,20,5.12,mw,,,,,iscgem,iscgem866570,2022-04-27T00:03:11.805Z,"24 km NW of Erci?, Turkey",earthquake,,6,0.2,,reviewed,iscgem,iscgem
1964-04-23T14:23:45.620Z,38.203,38.964,15,5.18,mw,,,,,iscgem,iscgem869039,2022-04-27T00:11:37.468Z,"13 km SSW of Do?anyol, Turkey",earthquake,,5.8,0.2,,reviewed,iscgem,iscgem
1964-04-12T12:06:00.460Z,42.518,45.013,15,5.21,mw,,,,,iscgem,iscgem868665,2022-04-27T00:10:02.771Z,"32 km NE of Pasanauri, Georgia",earthquake,,5.1,0.2,,reviewed,iscgem,iscgem
1964-01-30T17:45:53.630Z,37.408,30.029,15,5.45,mw,,,,,iscgem,iscgem871613,2022-04-27T00:17:51.189Z,"6 km NNW of Kemer, Turkey",earthquake,,12.3,0.2,,reviewed,iscgem,iscgem
1963-09-18T16:58:14.840Z,40.698,29.159,30,6.14,mw,,,,,iscgem,iscgem873085,2022-04-27T00:27:23.880Z,"4 km N of Koruköy, Turkey",earthquake,,4.9,0.2,,reviewed,iscgem,iscgem
1963-08-25T06:11:46.720Z,39.019,38.477,35,5.33,mw,,,,,iscgemsup,iscgemsup872970,2022-05-09T19:23:39.991Z,"2 km SSW of Arapgir, Turkey",earthquake,,5,0.2,,reviewed,iscgemsup,iscgemsup
1963-03-11T07:27:23.380Z,37.943,29.218,30,5.77,mw,,,,,iscgem,iscgem871958,2022-04-27T00:19:02.725Z,"9 km ENE of Pamukkale, Turkey",earthquake,,4.8,0.2,,reviewed,iscgem,iscgem
1962-04-28T12:43:52.290Z,35.978,26.755,65,5.6,mw,,,,,iscgem,iscgem874646,2022-04-26T16:09:21.604Z,"64 km NNW of Fry, Greece",earthquake,,6.7,0.2,,reviewed,iscgem,iscgem
1962-04-28T11:19:03.060Z,36.021,26.86,65,5.81,mw,,,,,iscgem,iscgem874645,2022-04-26T16:09:20.207Z,"65 km NNW of Karpathos, Greece",earthquake,,5.2,0.2,,reviewed,iscgem,iscgem
1961-05-23T02:45:19.040Z,36.693,28.594,35,6.4,mw,,,,,iscgem,iscgem17290377,2022-04-26T16:05:14.836Z,"10 km WSW of Sarigerme, Turkey",earthquake,,5.1,0.2,,reviewed,iscgem,iscgem
1961-02-23T21:45:53.180Z,36.657,27.355,35,5.4,mw,,,,,iscgemsup,iscgemsup876166,2022-05-09T19:25:21.736Z,"20 km ENE of Mandráki, Greece",earthquake,,13.5,0.2,,reviewed,iscgemsup,iscgemsup
1960-01-26T09:52:14.680Z,40.104,38.701,25,5.26,mw,,,,,iscgemsup,iscgemsup878113,2022-05-09T19:27:52.526Z,"9 km ENE of Gölova, Turkey",earthquake,,4.9,0.2,,reviewed,iscgemsup,iscgemsup
1959-12-08T13:34:02.680Z,41.327,44.056,15,5.76,mw,,,,,iscgem,iscgem883429,2022-04-26T16:50:35.455Z,"20 km NW of Metsavan, Armenia",earthquake,,5,0.3,,reviewed,iscgem,iscgem
1959-11-19T14:00:31.850Z,38.817,26.614,20,5.52,mw,,,,,iscgem,iscgem883310,2022-04-26T16:50:06.234Z,"20 km NW of Foça, Turkey",earthquake,,4.7,0.2,,reviewed,iscgem,iscgem
1959-10-25T15:57:55.820Z,39.177,41.599,15,5.44,mw,,,,,iscgem,iscgem883166,2022-04-26T16:49:25.550Z,"12 km E of Varto, Turkey",earthquake,,6.7,0.22,,reviewed,iscgem,iscgem
1959-09-10T13:59:15.590Z,39.287,41.463,15,5.4,mw,,,,,iscgemsup,iscgemsup882859,2022-05-09T19:38:40.486Z,"12 km N of Varto, Turkey",earthquake,,9.2,0.21,,reviewed,iscgemsup,iscgemsup
1959-07-26T17:07:05.630Z,40.78,27.715,15,5.45,mw,,,,,iscgem,iscgem882528,2022-04-26T16:46:18.818Z,"Western Turkey",earthquake,,4.5,0.2,,reviewed,iscgem,iscgem
1959-05-20T19:49:16.630Z,41.897,41.996,15,5.51,mw,,,,,iscgem,iscgem882062,2022-04-26T16:44:53.661Z,"3 km SSW of Ozurgeti, Georgia",earthquake,,25,0.2,,reviewed,iscgem,iscgem
1959-05-20T16:36:54.510Z,36.625,26.493,15,5.2,mw,,,,,iscgemsup,iscgemsup882060,2022-05-09T19:32:23.550Z,"15 km ENE of Astypálaia, Greece",earthquake,,25,0.2,,reviewed,iscgemsup,iscgemsup
1959-04-25T01:05:44.130Z,36.969,28.711,15,5.45,mw,,,,,iscgem,iscgem881861,2022-04-26T16:43:18.835Z,"15 km NNW of Ortaca, Turkey",earthquake,,6.6,0.24,,reviewed,iscgem,iscgem
1959-04-25T00:26:42.790Z,36.957,28.632,15,5.9,mw,,,,,iscgem,iscgem881860,2022-04-26T16:43:17.042Z,"13 km N of Dalyan, Turkey",earthquake,,6.6,0.31,,reviewed,iscgem,iscgem
1959-04-19T08:59:20.780Z,39.636,42.435,15,5.25,mw,,,,,iscgemsup,iscgemsup881815,2022-05-09T19:14:06.634Z,"25 km ESE of Karayaz?, Turkey",earthquake,,3.2,0.2,,reviewed,iscgemsup,iscgemsup
1959-04-02T04:34:28.040Z,40.527,29.413,15,5.24,mw,,,,,iscgemsup,iscgemsup881699,2022-05-09T19:31:20.611Z,"3 km WNW of Çak?rl?, Turkey",earthquake,,5.5,0.2,,reviewed,iscgemsup,iscgemsup
1959-01-11T04:27:29.320Z,36.688,29.191,15,5.22,mw,,,,,iscgemsup,iscgemsup881177,2022-05-09T19:29:58.282Z,"7 km NE of Fethiye, Turkey",earthquake,,10.3,0.2,,reviewed,iscgemsup,iscgemsup
1959-01-07T22:22:00.430Z,36.601,29.166,15,5.28,mw,,,,,iscgemsup,iscgemsup881159,2022-05-09T19:29:56.131Z,"4 km NNE of Ölüdeniz, Turkey",earthquake,,10.3,0.2,,reviewed,iscgemsup,iscgemsup
1958-12-19T03:27:30.510Z,37.748,29.457,20,5.47,mw,,,,,iscgem,iscgem885722,2022-04-26T17:06:31.194Z,"15 km WSW of Bozkurt, Turkey",earthquake,,6.7,0.2,,reviewed,iscgem,iscgem
1958-09-04T00:02:58.690Z,36.447,26.721,25,5.41,mw,,,,,iscgemsup,iscgemsup885094,2022-05-09T19:47:25.775Z,"35 km ESE of Astypálaia, Greece",earthquake,,25,0.2,,reviewed,iscgemsup,iscgemsup
1958-05-31T03:50:10.800Z,41.359,44.043,10,5.3,mw,,,,,iscgemsup,iscgemsup884481,2022-05-09T19:44:04.027Z,"23 km NW of Metsavan, Armenia",earthquake,,5,0.2,,reviewed,iscgemsup,iscgemsup
1958-05-30T05:16:15.140Z,41.277,43.898,10,5.17,mw,,,,,iscgemsup,iscgemsup884471,2022-05-09T19:44:01.442Z,"Georgia-Turkey border region",earthquake,,5,0.2,,reviewed,iscgemsup,iscgemsup
1958-05-09T02:40:52.050Z,36.512,27.697,35,5.65,mw,,,,,iscgem,iscgem884337,2022-04-26T16:57:42.272Z,"16 km SW of Sými, Greece",earthquake,,6.1,0.2,,reviewed,iscgem,iscgem
1958-04-22T10:02:47.180Z,36.673,30.442,35,5.27,mw,,,,,iscgemsup,iscgemsup884247,2022-05-09T19:42:59.360Z,"9 km W of Göynük, Turkey",earthquake,,35.1,0.2,,reviewed,iscgemsup,iscgemsup
1958-01-16T04:18:19.050Z,39.476,25.473,15,5.63,mw,,,,,iscgem,iscgem883703,2022-04-26T16:53:13.289Z,"52 km NW of Eresós, Greece",earthquake,,5,0.2,,reviewed,iscgem,iscgem
1957-10-24T02:33:14.520Z,40.043,29.91,15,5.33,mw,,,,,iscgemsup,iscgemsup887416,2022-05-09T19:53:48.904Z,"5 km N of Pazaryeri, Turkey",earthquake,,4.5,0.2,,reviewed,iscgemsup,iscgemsup
1957-09-21T20:16:56.190Z,40.826,34.333,15,5.39,mw,,,,,iscgemsup,iscgemsup887223,2022-05-09T19:53:25.954Z,"15 km NW of ?skilip, Turkey",earthquake,,4.8,0.2,,reviewed,iscgemsup,iscgemsup
1957-07-07T05:58:52.790Z,39.067,40.41,15,5.52,mw,,,,,iscgem,iscgem886808,2022-04-26T17:14:35.431Z,"eastern Turkey",earthquake,,6.1,0.22,,reviewed,iscgem,iscgem
1957-06-02T01:12:00.340Z,40.715,30.968,15,5.26,mw,,,,,iscgemsup,iscgemsup886650,2022-05-09T19:51:51.551Z,"20 km ESE of Hendek, Turkey",earthquake,,9,0.2,,reviewed,iscgemsup,iscgemsup
1957-06-01T21:08:16.860Z,40.757,31.048,15,5.22,mw,,,,,iscgemsup,iscgemsup886648,2022-05-09T19:51:50.245Z,"13 km SW of Düzce, Turkey",earthquake,,4.1,0.36,,reviewed,iscgemsup,iscgemsup
1957-06-01T05:26:55.860Z,40.773,30.976,15,5.47,mw,,,,,iscgem,iscgem886644,2022-04-26T16:05:55.888Z,"17 km WSW of Düzce, Turkey",earthquake,,4.1,0.27,,reviewed,iscgem,iscgem
1957-05-29T10:17:46.930Z,40.799,30.777,15,5.38,mw,,,,,iscgemsup,iscgemsup886629,2022-05-09T19:51:35.027Z,"2 km E of Hendek, Turkey",earthquake,,4.1,0.2,,reviewed,iscgemsup,iscgemsup
1957-05-27T11:01:31.440Z,40.701,30.992,15,5.83,mw,,,,,iscgem,iscgem886613,2022-04-26T17:12:38.303Z,"21 km SW of Düzce, Turkey",earthquake,,9,0.2,,reviewed,iscgem,iscgem
1957-05-26T09:36:38.360Z,40.62,30.86,15,6.02,mw,,,,,iscgem,iscgem886606,2022-04-26T17:12:36.378Z,"21 km ESE of Akyaz?, Turkey",earthquake,,9,0.2,,reviewed,iscgem,iscgem
1957-05-26T08:54:49.380Z,40.641,30.854,15,5.58,mw,,,,,iscgem,iscgem886603,2022-04-26T17:12:25.413Z,"19 km SSE of Hendek, Turkey",earthquake,,9,0.2,,reviewed,iscgem,iscgem
1957-05-26T06:33:37.950Z,40.73,31.09,25,7.09,mw,,,,,iscgem,iscgem886602,2022-04-26T17:12:20.437Z,"13 km SSW of Düzce, Turkey",earthquake,,9,0.57,,reviewed,iscgem,iscgem
1957-04-26T06:33:37.400Z,36.273,28.902,25,5.95,mw,,,,,iscgem,iscgem886465,2022-04-26T17:11:42.422Z,"39 km SSW of Ölüdeniz, Turkey",earthquake,,3.9,0.2,,reviewed,iscgem,iscgem
1957-04-25T02:25:41.160Z,36.405,28.699,35,7.3,mw,,,,,iscgem,iscgem886448,2022-04-26T17:11:37.992Z,"34 km S of Sarigerme, Turkey",earthquake,,5.2,0.2,,reviewed,iscgem,iscgem
1957-04-24T19:10:13.870Z,36.493,28.829,35,7.1,mw,,,,,iscgem,iscgem886445,2022-04-26T17:11:36.773Z,"27 km SSE of Sarigerme, Turkey",earthquake,,6,0.2,,reviewed,iscgem,iscgem
1957-01-26T16:30:50.900Z,42.52,42.352,10,5.61,mw,,,,,iscgem,iscgem885880,2022-04-26T17:07:25.074Z,"11 km N of Mart’vili, Georgia",earthquake,,25,0.2,,reviewed,iscgem,iscgem
1956-11-20T23:20:55.600Z,39.275,26.18,15,5.58,mw,,,,,iscgem,iscgem888929,2022-04-26T17:29:12.264Z,"5 km NNW of Kalloní, Greece",earthquake,,4.2,0.2,,reviewed,iscgem,iscgem
1956-07-30T10:40:00.610Z,36,25.917,15,5.67,mw,,,,,iscgem,iscgem888539,2022-04-26T17:25:30.475Z,"58 km SE of Emporeío, Greece",earthquake,,70.8,0.2,,reviewed,iscgem,iscgem
1956-07-30T09:15:00.180Z,35.777,26.095,15,6.09,mw,,,,,iscgem,iscgem888537,2022-04-26T17:25:29.310Z,"63 km N of Sitia, Greece",earthquake,,70.8,0.2,,reviewed,iscgem,iscgem
1956-07-22T03:29:00.280Z,36.617,26.497,15,5.37,mw,,,,,iscgemsup,iscgemsup888507,2022-05-09T19:56:54.253Z,"15 km ENE of Astypálaia, Greece",earthquake,,25,0.2,,reviewed,iscgemsup,iscgemsup
1956-07-10T03:01:29.240Z,36.691,26.214,15,5.65,mw,,,,,iscgem,iscgem888463,2022-04-26T17:25:14.207Z,"Dodecanese Islands, Greece",earthquake,,9.7,0.32,,reviewed,iscgem,iscgem
1956-07-09T21:28:42.850Z,36.227,25.866,15,5.25,mw,,,,,iscgemsup,iscgemsup888460,2022-05-09T19:56:47.868Z,"40 km ESE of Emporeío, Greece",earthquake,,70.8,0.2,,reviewed,iscgemsup,iscgemsup
1956-07-09T20:13:57.290Z,36.831,26.156,15,5.5,mw,,,,,iscgem,iscgem888457,2022-04-26T17:25:13.023Z,"22 km E of Amorgós, Greece",earthquake,,6.5,0.23,,reviewed,iscgem,iscgem
1956-07-09T06:22:49.990Z,36.622,25.787,15,5.47,mw,,,,,iscgem,iscgem888451,2022-04-26T17:25:10.752Z,"25 km SSW of Amorgós, Greece",earthquake,,9.7,0.2,,reviewed,iscgem,iscgem
